Unnamed: 0,track_id,artist,song,release_date,total_weeks,peak_position,peak_streams,total_streams,release_month,release_season,first_peak_date,peak_season,language,genre,popularity,bpm,energy,danceability,loudness,valence,length,acousticness,artist_seperation,debut_position
3047,3a3xhycCEf2HN4fm4nIe1O,electroforez,фотограф,2022-06-17,1,172,29461,29461,6.0,Summer,2022-09-29,Fall,Russian,,53.0,142.0,88.0,81.0,-5.0,91.0,144.0,5.0,53.0,172
3048,4d1ib2A9wmfGOT3zPn8FFw,hleb,choco,2020-07-14,2,89,18321,29352,7.0,Summer,2020-07-23,Summer,Latin,,11.0,152.0,87.0,83.0,-4.0,60.0,107.0,16.0,11.0,89
3049,2kqS7yakPPmL02dzwGbaxp,hammali,медляк,2020-11-06,2,146,14855,29312,11.0,Fall,2020-11-19,Fall,Russian,,41.0,142.0,60.0,66.0,-7.0,15.0,216.0,29.0,41.0,146
3050,11xmP8mIoz9JiFfIIfGDMc,clonnex,querida,2023-06-30,1,150,29297,29297,6.0,Summer,2022-12-08,Winter,Ukrainian,Hip Hop,20.0,180.0,53.0,66.0,-6.0,14.0,120.0,50.0,20.0,150
3051,7liCjKKDGE48mWjwWVaEAF,og buda,mc taxi,2022-04-28,1,124,29179,29179,4.0,Spring,2022-05-05,Spring,Russian,Hip Hop,29.0,67.0,62.0,63.0,-9.0,7.0,67.0,11.0,29.0,124
3052,6NSCgfF5TfIQiDoqeeIwe3,og buda,на легком,2022-04-28,1,125,29130,29130,4.0,Spring,2022-05-05,Spring,Russian,Hip Hop,30.0,106.0,62.0,77.0,-9.0,38.0,136.0,63.0,30.0,125
3053,,nickl mons,every morning,,1,33,29002,29002,,,2020-10-15,Fall,,,,,,,,,,,,33
3054,3xvPu3Sj5p50wrKPGM5JiV,instasamka,волосы назад,2022-11-11,1,187,28900,28900,11.0,Fall,2022-11-17,Fall,Russian,Pop,25.0,124.0,56.0,86.0,-8.0,48.0,151.0,14.0,26.0,187
3055,1jr3t4FBAnQhWjugP5IPnm,markul,"10,000 ночей",2021-10-15,1,146,28894,28894,10.0,Fall,2021-10-21,Fall,Russian,Hip Hop,29.0,95.0,44.0,57.0,-11.0,12.0,206.0,37.0,29.0,146
3056,5JaSg0AYyAMMLjyGGDrrCm,kanye west,god breathed,2021-08-29,1,105,28885,28885,8.0,Summer,2021-09-02,Fall,English,Hip Hop,50.0,93.0,31.0,33.0,-7.0,8.0,333.0,29.0,50.0,105
3057,2CZPJLTtQ8fNps1iOw4xfb,diskoteka avariya,новогодняя,,1,196,28793,28793,,,2022-01-06,Winter,Russian,Electronic,39.0,134.0,96.0,64.0,-3.0,84.0,312.0,0.0,39.0,196
3058,5OwsHxswu8tqOJ9jWlSD6E,kordhell,like yxu wxuld knxw (autumn trees),2022-10-28,1,196,28687,28687,10.0,Fall,2022-10-20,Fall,English,Electronic,59.0,100.0,92.0,64.0,-2.0,37.0,210.0,0.0,59.0,196
3059,29MPpxHEkzHW4hzkAgePql,oxxxymiron,23 февраля,2022-10-14,1,198,28640,28640,10.0,Fall,2022-10-20,Fall,Russian,,44.0,190.0,66.0,70.0,-7.0,41.0,152.0,2.0,44.0,198
3060,2KReCz1L5XkGIBhDncQ5VZ,måneskin,baby said,2023-01-20,1,186,28619,28619,1.0,Winter,2023-01-26,Winter,English,Rock,73.0,131.0,72.0,62.0,-4.0,61.0,165.0,0.0,73.0,186
3061,,vendetta,лепит нас,,1,136,28575,28575,,,2022-05-19,Spring,Russian,Hip Hop,,,,,,,,,,136
3062,58AGoOGbwsQMhBbH0eFLRR,calvin harris,over now,2020-08-28,2,57,17804,28527,8.0,Summer,2020-09-03,Fall,English,Soul,63.0,178.0,88.0,61.0,-4.0,68.0,211.0,8.0,63.0,57
3063,5ri4zqtWhG07hIuNNDWP76,tones and i,fly away,2020-11-13,2,141,15152,28515,11.0,Fall,2020-11-19,Fall,English,Rock,66.0,125.0,51.0,81.0,-6.0,50.0,178.0,22.0,66.0,141
3064,64hVeHHQqFy8TJSVA2LHP3,face,амири,2021-08-27,1,106,28443,28443,8.0,Summer,2021-09-02,Fall,Russian,Hip Hop,24.0,140.0,68.0,87.0,-10.0,25.0,163.0,20.0,24.0,106
3065,2LJf6g3Fu2eZ9hitfSDbBl,markul,никто не увидит,2021-10-15,1,150,28422,28422,10.0,Fall,2021-10-21,Fall,Russian,Hip Hop,28.0,100.0,70.0,87.0,-5.0,77.0,168.0,53.0,28.0,150
3066,5e5BjVmk2ffOvRyquaYkNW,hammali & navai,девочка танцуй,2020-11-27,2,155,14610,28378,11.0,Fall,2020-12-17,Winter,Russian,,32.0,126.0,46.0,60.0,-7.0,27.0,133.0,49.0,32.0,155
3067,4lhvcB9Qj6pLwBKSddoz1T,mayot,прощай,2023-07-28,1,120,28360,28360,7.0,Summer,2022-04-21,Spring,Russian,,43.0,120.0,39.0,63.0,-11.0,13.0,156.0,37.0,44.0,120
3068,2SLwbpExuoBDZBpjfefCtV,the weeknd,out of time,2022-01-06,1,193,28355,28355,1.0,Winter,2022-01-13,Winter,English,Electronic,76.0,93.0,76.0,65.0,-4.0,84.0,214.0,26.0,76.0,193
3069,35fitpY3Xi6xB1t7rMO3Am,loboda,vogue (ua),2021-08-13,1,118,28342,28342,8.0,Summer,2021-08-19,Summer,Ukrainian,Pop,17.0,148.0,69.0,67.0,-6.0,59.0,204.0,3.0,17.0,118
3070,3JQduJoHj4JWCmog39u2xi,sqwore,давай сбежим,2021-11-26,1,171,28329,28329,11.0,Fall,2021-12-02,Winter,Russian,Electronic,38.0,98.0,89.0,47.0,-3.0,44.0,101.0,8.0,38.0,171
3071,7693SGJfcgt1ysoothSqiF,noize mc,выход в город,2021-12-17,1,156,28270,28270,12.0,Winter,2021-11-25,Fall,Russian,Hip Hop,32.0,100.0,86.0,54.0,-6.0,33.0,189.0,22.0,32.0,156
3072,775lBcj1BssexHJn3SP4eR,laud,my life my rules,2018-11-23,1,194,28253,28253,11.0,Fall,2022-01-13,Winter,English,,43.0,140.0,71.0,86.0,-6.0,87.0,221.0,5.0,43.0,194
3073,3kiMoZkwXEFn95JYXV8cJB,платина,булки,2021-08-13,1,120,28239,28239,8.0,Summer,2021-08-19,Summer,Russian,,30.0,75.0,48.0,87.0,-7.0,80.0,166.0,54.0,30.0,120
3074,,arbuzova,сладкая вата,,1,167,28201,28201,,,2022-08-18,Summer,,,,,,,,,,,,167
3075,57rJsIpxgkADCZgbL7PHAX,scally milano,демон,2021-12-17,1,195,28193,28193,12.0,Winter,2023-01-12,Winter,Russian,Hip Hop,38.0,130.0,52.0,71.0,-11.0,42.0,70.0,22.0,38.0,195
3076,1hB3M3POeKMLxcEFEvPeqU,juice wrld,already dead,2022-03-18,1,154,28086,28086,3.0,Spring,2021-11-18,Fall,English,Hip Hop,69.0,84.0,50.0,74.0,-6.0,13.0,231.0,2.0,69.0,154
3077,41VL3lNhnyeOUrFgJBNkNn,markul,лабиринт,2021-10-15,1,152,28021,28021,10.0,Fall,2021-10-21,Fall,Russian,Hip Hop,29.0,176.0,48.0,55.0,-7.0,8.0,161.0,31.0,29.0,152
3078,4tkbrlvkk7pkuTHByt4KCY,kalush,мала в 19,2021-10-29,1,157,28002,28002,10.0,Fall,2021-11-04,Fall,,,22.0,126.0,76.0,78.0,-6.0,60.0,172.0,28.0,22.0,157
3079,0JXXNGljqupsJaZsgSbMZV,miguel,sure thing,2010-11-26,1,176,27980,27980,11.0,Fall,2023-01-19,Winter,English,Rock,86.0,81.0,61.0,68.0,-8.0,50.0,195.0,3.0,86.0,176
3080,1E5Xu8dur0fAjSP1VpVhAZ,the weeknd,best friends,2022-01-06,1,199,27966,27966,1.0,Winter,2022-01-13,Winter,English,Electronic,63.0,90.0,56.0,74.0,-7.0,53.0,164.0,44.0,63.0,199
3081,6S31tv3FB6RXPR7NXZ2fCW,neverlove,лолихантер,2021-11-19,1,160,27948,27948,11.0,Fall,2021-11-25,Fall,Russian,,39.0,140.0,99.0,49.0,-3.0,46.0,160.0,1.0,39.0,160
3082,2HSmyk2qMN8WQjuGhaQgCk,drake,champagne poetry,2021-09-03,1,119,27940,27940,9.0,Fall,2021-09-09,Fall,English,Hip Hop,72.0,87.0,67.0,42.0,-7.0,50.0,337.0,76.0,72.0,119
3083,4Sqzasu6Lf2pby4q0YqF3X,scally milano,могу ли я?,2022-12-16,1,185,27938,27938,12.0,Winter,2022-12-22,Winter,Russian,Hip Hop,38.0,141.0,65.0,83.0,-5.0,70.0,109.0,8.0,38.0,185
3084,1JaOUMmaSZlWfONvT4HTlg,konstrakta,in corpore sano,2022-02-11,1,143,27909,27909,2.0,Winter,2022-05-19,Spring,Croatian,Pop,43.0,136.0,71.0,92.0,-7.0,63.0,179.0,1.0,43.0,143
3085,48rEQMOxcCHEmSj4zYZGDt,slava marlow,лиза,2022-12-16,1,187,27879,27879,12.0,Winter,2022-12-22,Winter,Russian,Hip Hop,28.0,144.0,70.0,65.0,-2.0,64.0,108.0,1.0,28.0,187
3086,44jPUI715I0BCIIdDnCQBn,lil morty,shit talking,2022-12-02,1,172,27856,27856,12.0,Winter,2022-12-08,Winter,Russian,,26.0,157.0,76.0,71.0,-6.0,40.0,135.0,4.0,26.0,172
3087,2rJDC0Kvchi51ZRs2TLokP,хейтспіч,добровольці,2022-12-02,1,173,27840,27840,12.0,Winter,2022-12-08,Winter,Ukrainian,,44.0,166.0,94.0,60.0,-5.0,63.0,163.0,0.0,44.0,173
3088,4oS6FdPHC5XkwIts9DiGt1,seemee,"windows [prod. by doomee, tonysouljah & visagangbeatz]",2021-06-25,1,80,27766,27766,6.0,Summer,2021-07-01,Summer,,,28.0,125.0,66.0,69.0,-9.0,70.0,100.0,5.0,28.0,80
3089,7531LJBRaF28aP1wTepJNO,slava marlow,каблуки,2022-12-16,1,190,27721,27721,12.0,Winter,2022-12-22,Winter,Russian,Hip Hop,30.0,140.0,73.0,87.0,-2.0,82.0,101.0,9.0,30.0,190
3090,5zgkOLH6HfY5w8thZoS2jP,kinneret,no wind resistance!,2019-06-28,1,184,27686,27686,6.0,Summer,2022-09-22,Fall,English,Electronic,65.0,140.0,50.0,70.0,-12.0,49.0,199.0,23.0,65.0,184
3091,1ZXziMvztaLyfOlBxMyXFG,yanix,вне зоны,2022-08-26,1,175,27653,27653,8.0,Summer,2022-09-01,Fall,Russian,,45.0,154.0,63.0,75.0,-5.0,35.0,201.0,19.0,45.0,175
3092,245lzIWWE3LfySOVbRxgFr,scally milano,променяла,2022-12-16,1,191,27647,27647,12.0,Winter,2022-12-22,Winter,Russian,Hip Hop,32.0,140.0,56.0,71.0,-8.0,14.0,154.0,2.0,32.0,191
3093,5UkPZxMojzXzYuGmXraDT5,yef,искренности,2021-09-23,1,196,27564,27564,9.0,Fall,2022-09-15,Fall,,,43.0,133.0,83.0,57.0,-6.0,30.0,156.0,7.0,43.0,196
3094,668YCXECwMTwv6CuEchxj2,boulevard depo,no hook no hoes,2020-05-29,3,127,2989,27555,5.0,Spring,2020-07-16,Summer,Russian,Hip Hop,38.0,120.0,47.0,97.0,-8.0,88.0,133.0,34.0,38.0,127
3095,4UsLaffcP013Gy8SSSTAsq,kinneret,no wind resistance sped up!,2022-09-05,1,194,27536,27536,9.0,Fall,2022-10-13,Fall,English,Electronic,58.0,110.0,56.0,73.0,-11.0,49.0,165.0,25.0,58.0,194
3096,03FFJg6seDEkNTZSJrnS3E,t-fest,чисто для опыта,2021-09-30,1,148,27475,27475,9.0,Fall,2021-10-07,Fall,Russian,,22.0,140.0,64.0,78.0,-7.0,47.0,213.0,1.0,22.0,148
3097,1PxsGXKKeclmywZlzepG8L,pharaoh,никогда опять,2021-03-19,1,74,27455,27455,3.0,Spring,2021-03-25,Spring,Russian,Hip Hop,32.0,104.0,51.0,72.0,-8.0,34.0,194.0,3.0,32.0,74
3098,6olue7IPhdqGroJZs5w16y,zemfira,ок,2022-02-26,1,61,27454,27454,2.0,Winter,2021-03-04,Spring,Russian,,20.0,108.0,90.0,61.0,-9.0,46.0,246.0,0.0,20.0,61
3099,4QDpsNBlllaLGj8zbF2EE0,stray kids,charmer,2022-03-18,1,110,27451,27451,3.0,Spring,2022-03-24,Spring,English,Pop,68.0,91.0,76.0,79.0,-3.0,73.0,189.0,5.0,68.0,110
3100,083xX4ioaAGnhO5xs0bpa8,slava marlow,saint laurent,2022-04-29,1,152,27382,27382,4.0,Spring,2022-05-05,Spring,Russian,,28.0,117.0,57.0,94.0,-5.0,93.0,158.0,3.0,28.0,152
3101,0dwr83TSphRxWrZmnhwInI,og buda,рога,2022-04-28,1,153,27357,27357,4.0,Spring,2022-05-05,Spring,Russian,Hip Hop,29.0,130.0,73.0,68.0,-6.0,47.0,111.0,46.0,29.0,153
3102,3lE8RY6yZoGqqJeZS06u6J,oxxxymiron,где нас нет,2015-11-13,1,160,27348,27348,11.0,Fall,2021-11-11,Fall,Russian,Hip Hop,50.0,176.0,96.0,55.0,-3.0,28.0,266.0,8.0,50.0,160
3103,2kEwUfVBxAoXYTPMjxRHE0,pharaoh,драгоценный металл,2022-11-25,1,175,27335,27335,11.0,Fall,2022-12-01,Winter,Russian,Hip Hop,31.0,83.0,56.0,46.0,-5.0,40.0,231.0,1.0,31.0,175
3104,2Mw20gqVSmEQ1ibIxcclrh,vioria,хвора на любов,2022-08-26,1,180,27304,27304,8.0,Summer,2022-09-01,Fall,Ukrainian,,33.0,140.0,73.0,43.0,-6.0,45.0,131.0,0.0,33.0,180
3105,0HEzuLLojblUOaUSdmJ9gl,lana del rey,did you know that there's a tunnel under ocean blvd,2023-03-24,1,181,27273,27273,3.0,Spring,2022-12-15,Winter,English,Rock,69.0,120.0,33.0,44.0,-9.0,5.0,285.0,75.0,69.0,181
3106,4H3io2LGEIFFaL6NYRfqBr,bushido zho,случайно,2021-08-20,1,125,27265,27265,8.0,Summer,2021-08-26,Summer,Russian,,25.0,139.0,56.0,47.0,-9.0,45.0,74.0,16.0,25.0,125
3107,5S1THqT5tiHvtjV0upzOK1,og buda,сиппин,2021-04-30,1,64,27238,27238,4.0,Spring,2021-05-06,Spring,Russian,Hip Hop,30.0,127.0,95.0,56.0,-4.0,53.0,142.0,12.0,30.0,64
3108,5ZPioCc4YsfAyLz2adWEzl,pharaoh,перед смертью все равны,2021-03-19,1,76,27221,27221,3.0,Spring,2021-03-25,Spring,Russian,Hip Hop,30.0,112.0,24.0,61.0,-14.0,7.0,125.0,4.0,30.0,76
3109,32V39570xg3TuuQvI5e3zh,платина,за меня,2021-08-13,1,128,27163,27163,8.0,Summer,2021-08-19,Summer,Russian,Hip Hop,29.0,138.0,50.0,86.0,-8.0,75.0,104.0,41.0,29.0,128
3110,1R210XVWvBONZijbH3vw7A,egor kreed,3-е сентября,2022-09-02,1,187,27149,27149,9.0,Fall,2022-09-08,Fall,Russian,,45.0,111.0,65.0,72.0,-6.0,45.0,180.0,38.0,45.0,187
3111,2Hh3ETdQKrmSI3QS0hme7g,metro boomin,too many nights,2022-12-02,1,182,27141,27141,12.0,Winter,2022-12-08,Winter,English,Hip Hop,84.0,98.0,61.0,72.0,-6.0,16.0,222.0,39.0,83.0,182
3112,2d7vK6m69cyq29nK1eDUCL,платина,бригада,2021-08-13,1,129,27071,27071,8.0,Summer,2021-08-19,Summer,Russian,,31.0,120.0,61.0,84.0,-8.0,74.0,139.0,9.0,31.0,129
3113,3H4ccIOxZAXsYproqtRRhN,три дня дождя,я и одиночество,2022-11-04,1,166,27029,27029,11.0,Fall,2022-07-28,Summer,Russian,,48.0,130.0,92.0,54.0,-4.0,39.0,229.0,0.0,48.0,166
3114,7f9PJW33n5PMUE4nuJzPN5,bushido zho,papi,2021-07-16,1,115,26953,26953,7.0,Summer,2021-07-22,Summer,Russian,,29.0,135.0,58.0,89.0,-6.0,54.0,188.0,4.0,29.0,115
3115,4EJxLklP8MsEl82yxVk7gq,nurik smit,маяк,2022-05-06,1,154,26913,26913,5.0,Spring,2022-06-02,Summer,Russian,,28.0,79.0,52.0,89.0,-8.0,49.0,131.0,9.0,28.0,154
3116,,on the way to catharsis,leni (crystal castles),,1,165,26906,26906,,,2021-11-11,Fall,,,,,,,,,,,,165
3117,3OUJJuGD6hdEKE9QNgmkp7,demchuk,sorry 2,2021-11-19,1,179,26884,26884,11.0,Fall,2021-11-25,Fall,Russian,,26.0,80.0,32.0,88.0,-10.0,56.0,159.0,46.0,26.0,179
3118,21hB8x6QTEsTfIDENPcyXm,blackpink,the happiest girl,2022-09-16,1,195,26878,26878,9.0,Fall,2022-09-22,Fall,English,Pop,58.0,182.0,35.0,44.0,-10.0,55.0,222.0,59.0,58.0,195
3119,6vjCLWQn44snz4Xr1yiKkJ,mayot,mixtape,2021-08-27,1,131,26797,26797,8.0,Summer,2021-09-02,Fall,Russian,Hip Hop,20.0,120.0,67.0,86.0,-9.0,57.0,88.0,14.0,20.0,131
3120,5JUgIqQr5rzjysE1iKszpL,jah khalib,летний снег,2021-10-01,1,153,26777,26777,10.0,Fall,2021-10-07,Fall,Russian,,33.0,136.0,68.0,86.0,-3.0,95.0,152.0,24.0,33.0,153
3121,1jgcODbfAL3tV7tikF6n1j,kanye west,junya,2021-08-29,1,133,26725,26725,8.0,Summer,2021-09-02,Fall,English,Hip Hop,53.0,148.0,69.0,75.0,-4.0,40.0,148.0,27.0,53.0,133
3122,4xmRrckU0gSRWFYyiieTVo,arsen mirzoyan,поцілуй,2016-02-02,1,195,26580,26580,2.0,Winter,2022-09-01,Fall,Ukrainian,,39.0,144.0,66.0,62.0,-7.0,35.0,223.0,41.0,39.0,195
3123,030b5gtPXBAWOEruIpe39V,instasamka,money day,2021-04-16,1,151,26576,26576,4.0,Spring,2021-09-16,Fall,Russian,Hip Hop,28.0,166.0,67.0,81.0,-4.0,50.0,106.0,0.0,28.0,151
3124,0M0C7Ie1bIeX9dN777R3ot,lida,цветы,2022-11-25,1,182,26575,26575,11.0,Fall,2022-12-01,Winter,Russian,Pop,42.0,124.0,80.0,71.0,-6.0,64.0,177.0,0.0,42.0,182
3125,5qXiO4wKXH563agAwRFfZS,jockii druce,будем снідать,2022-06-20,1,185,26538,26538,6.0,Summer,2022-08-18,Summer,Ukrainian,,33.0,113.0,57.0,83.0,-13.0,93.0,180.0,65.0,33.0,185
3126,08GgDzkQu4j7ycGgWCGXvt,pharaoh,во имя тьмы,2021-03-19,1,82,26518,26518,3.0,Spring,2021-03-25,Spring,Russian,Hip Hop,33.0,96.0,42.0,56.0,-8.0,7.0,178.0,2.0,33.0,82
3127,57N8WJkHOxck7tnMjZ5ATB,zemfira,таблетки,2022-02-26,1,66,26504,26504,2.0,Winter,2021-03-04,Spring,Russian,,28.0,68.0,75.0,28.0,-6.0,61.0,244.0,2.0,28.0,66
3128,2Vr0OGIiIqJj3xlXmFkTXR,soda luv,дым,2021-12-14,1,194,26500,26500,12.0,Winter,2021-12-02,Winter,Russian,,22.0,82.0,50.0,73.0,-10.0,35.0,93.0,1.0,22.0,194
3129,6Ed1q0X8oSKSm4IIhiQbYg,joji,daylight,2020-08-06,2,107,16020,26486,8.0,Summer,2020-10-01,Fall,English,Electronic,65.0,164.0,75.0,53.0,-8.0,73.0,164.0,0.0,65.0,189
3130,61pcn0C6wLJ2nltKzUicTD,clonnex,na gudok,2022-08-19,1,195,26422,26422,8.0,Summer,2022-08-25,Summer,Ukrainian,Electronic,22.0,124.0,68.0,75.0,-7.0,34.0,148.0,0.0,22.0,195
3131,2ZUSWhE5jP7CvNItpLyZwA,pink floyd,hey hey rise up,2022-07-15,1,126,26405,26405,7.0,Summer,2022-04-14,Spring,Ukrainian,Rock,55.0,115.0,46.0,52.0,-10.0,49.0,206.0,1.0,55.0,126
3132,4b3rGL8LDSkbARUUA20136,stray kids,venom,2022-03-18,1,120,26395,26395,3.0,Spring,2022-03-24,Spring,Korean,Pop,67.0,137.0,81.0,81.0,-3.0,40.0,195.0,11.0,67.0,120
3133,0AVyPMogKSe6PzeCnmVUy6,big baby tape,мой белый,2022-11-04,1,180,26237,26237,11.0,Fall,2022-11-24,Fall,Russian,Hip Hop,35.0,108.0,74.0,95.0,-6.0,51.0,153.0,7.0,35.0,180
3134,5LuXsO34x6KVlL8OWsxRqk,kanye west,ok ok,2021-08-29,1,140,26126,26126,8.0,Summer,2021-09-02,Fall,English,Hip Hop,53.0,108.0,47.0,74.0,-9.0,28.0,205.0,32.0,53.0,140
3135,3EEd6ldsPat620GVYMEhOP,the cramps,goo goo muck,1981-01-01,1,199,26124,26124,1.0,Winter,2022-12-15,Winter,English,Rock,66.0,142.0,77.0,58.0,-11.0,74.0,186.0,29.0,66.0,199
3136,4unP6dn3FKhws4Sg4ctB3R,pharaoh,океан бассейн вид,2022-11-25,1,188,26107,26107,11.0,Fall,2022-12-01,Winter,Russian,Hip Hop,32.0,147.0,68.0,83.0,-6.0,38.0,140.0,16.0,32.0,188
3137,5wSKOl9e4iCyCsDoOgBnrz,kalush,shchedrivka - spotify singles holiday,2023-07-12,1,183,26084,26084,7.0,Summer,2022-11-24,Fall,,,18.0,,,,,,,,,183
3138,40rRfApBhFWdTSoovviBrc,instasamka,dadada,2021-11-19,1,185,26065,26065,11.0,Fall,2021-11-25,Fall,Russian,Hip Hop,38.0,170.0,67.0,81.0,-4.0,72.0,104.0,1.0,38.0,185
3139,1Y3yCJ0YaoiNvicBkBJjXf,jah khalib,доча,2022-12-02,1,192,26063,26063,12.0,Winter,2022-12-08,Winter,Russian,,58.0,100.0,45.0,86.0,-6.0,63.0,149.0,49.0,58.0,192
3140,6D2tOVX5MMl8jNVkwsFaWg,måneskin,let's get it started,2017-12-08,1,117,26053,26053,12.0,Winter,2021-06-03,Summer,English,Rock,59.0,114.0,76.0,83.0,-4.0,87.0,147.0,17.0,59.0,117
3141,0ch0appkg3TPjAy9SjyT35,bushido zho,ребром,2022-03-25,1,110,26030,26030,3.0,Spring,2022-03-31,Spring,Russian,Hip Hop,36.0,97.0,64.0,85.0,-10.0,57.0,139.0,38.0,36.0,110
3142,1AZjCZSGEjlxUufFQwSszF,rm,wild flower,2022-12-02,1,193,26019,26019,12.0,Winter,2022-12-08,Winter,Korean,Rock,75.0,155.0,77.0,49.0,-6.0,42.0,274.0,3.0,76.0,193
3143,0iY7Xc7aT7yJPSCcHiJ1b7,rocket,cso,2021-04-09,1,77,25998,25998,4.0,Spring,2021-04-15,Spring,Russian,Rock,35.0,87.0,49.0,79.0,-8.0,66.0,133.0,60.0,35.0,77
3144,6OqGwqLKiF4KUe1myHHa6f,uglystephan,ярость,2021-11-12,1,179,25979,25979,11.0,Fall,2021-11-18,Fall,Russian,,27.0,165.0,68.0,66.0,-8.0,24.0,105.0,1.0,27.0,179
3145,5iRS753YMGeNBOWAQFXTND,платина,как до луны (drizzy flow),2021-08-13,1,145,25941,25941,8.0,Summer,2021-08-19,Summer,Russian,,31.0,75.0,65.0,86.0,-7.0,92.0,141.0,20.0,31.0,145
3146,4KYtn12TydchrfGu125VSe,kalush,гори (gory),2019-12-09,1,172,25903,25903,12.0,Winter,2022-05-19,Spring,Ukrainian,Hip Hop,42.0,120.0,68.0,77.0,-7.0,38.0,184.0,52.0,42.0,172
3147,5U5dn0tmvLFNodTAKUXNHt,zemfira,пальто,2022-02-26,1,69,25893,25893,2.0,Winter,2021-03-04,Spring,Russian,,22.0,140.0,37.0,74.0,-9.0,41.0,269.0,71.0,22.0,69
3148,747LeNCUC3bF2h43E73rFh,imagine dragons,monday,2022-07-01,1,145,25875,25875,7.0,Summer,2021-09-09,Fall,English,Rock,55.0,90.0,65.0,80.0,-6.0,80.0,188.0,13.0,55.0,145
3149,5XgsnHwWZVS0n905drWz3F,krbk,стрела,2022-12-03,1,197,25799,25799,12.0,Winter,2022-12-08,Winter,Russian,,46.0,172.0,59.0,67.0,-6.0,60.0,116.0,80.0,46.0,197
3150,3cqydNZ1Olvz6sJlme6DsG,pyrokinesis,око,2022-04-01,1,124,25798,25798,4.0,Spring,2022-04-07,Spring,Russian,,41.0,176.0,74.0,59.0,-5.0,68.0,161.0,22.0,41.0,124
3151,2GRGTdy9Qbwm8q5Ajtxjj4,boulevard depo,география,2021-05-13,1,70,25787,25787,5.0,Spring,2021-05-20,Spring,Russian,Hip Hop,40.0,120.0,51.0,86.0,-8.0,32.0,210.0,17.0,40.0,70
3152,24HvJre1s9gcYsgm5kV3Wz,dvrst,always want me,2022-12-02,1,199,25778,25778,12.0,Winter,2022-12-08,Winter,English,,42.0,128.0,79.0,72.0,-8.0,26.0,130.0,11.0,42.0,199
3153,4iRJxoQgNBLOPUZJEeY5U6,lsp,10 негритят,2020-09-18,2,120,14347,25688,9.0,Fall,2020-09-24,Fall,Russian,,26.0,170.0,75.0,67.0,-6.0,40.0,198.0,3.0,26.0,172
3154,3nhGk6VnrDHy67pXvMhdPa,sam ryder,space man,2022-02-22,1,176,25629,25629,2.0,Winter,2022-05-19,Spring,English,Pop,55.0,80.0,83.0,47.0,-2.0,33.0,217.0,18.0,55.0,176
3155,6NvXotOyZl8Z713LHN1ilC,alyona shvets,вредина,2021-11-19,1,191,25577,25577,11.0,Fall,2021-11-25,Fall,Russian,,40.0,105.0,31.0,77.0,-10.0,87.0,142.0,90.0,40.0,191
3156,6xbzDZHaCbhziaOQUHWGPJ,bushido zho,в хлам,2022-03-25,1,117,25556,25556,3.0,Spring,2022-03-31,Spring,Russian,Hip Hop,29.0,75.0,45.0,33.0,-11.0,33.0,164.0,21.0,29.0,117
3157,1yrQI5Ycgi7xU9P4i98NXL,три дня дождя,отпускай,2022-11-04,1,185,25539,25539,11.0,Fall,2022-05-05,Spring,Russian,Rock,54.0,112.0,90.0,61.0,-5.0,75.0,207.0,0.0,54.0,185
3158,6HosLnjYyWcGSH7LVN7NQU,kalush,не забуду,2021-02-19,1,65,25475,25475,2.0,Winter,2021-02-25,Winter,Ukrainian,Hip Hop,24.0,108.0,75.0,85.0,-6.0,25.0,204.0,3.0,24.0,65
3159,4S4Amrpr631M16IIXqRk73,maro,"saudade, saudade",2022-01-21,1,181,25413,25413,1.0,Winter,2022-05-19,Spring,Portuguese,Electronic,51.0,83.0,34.0,64.0,-11.0,38.0,181.0,68.0,51.0,181
3160,6yRdS9NZ61O34D52NH0qOu,sqwoz bab,хипихап,2021-11-19,1,188,25397,25397,11.0,Fall,2021-11-04,Fall,Russian,,29.0,105.0,83.0,84.0,-6.0,48.0,138.0,1.0,29.0,188
3161,6w8ZPYdnGajyfPddTWdthN,adele,can i get it,2021-11-19,1,193,25389,25389,11.0,Fall,2021-11-25,Fall,English,Soul,67.0,98.0,68.0,70.0,-6.0,54.0,210.0,2.0,67.0,193
3162,0tLjdCOy0kfeYCdZPtGue0,boulevard depo,ритуал,2021-05-13,1,74,25368,25368,5.0,Spring,2021-05-20,Spring,Russian,Hip Hop,30.0,150.0,63.0,90.0,-9.0,93.0,168.0,8.0,30.0,74
3163,3WjyxvlSz89H9w7G0tXGvG,uglystephan,не волнуют,2022-06-29,1,170,25366,25366,6.0,Summer,2022-07-07,Summer,Russian,,37.0,80.0,92.0,52.0,-3.0,36.0,111.0,4.0,37.0,170
3164,1VO7czPwKipPmsBwcJRSb2,mayot,калека (prod. by visagangbeatz x nastyboy24k),2021-03-26,1,84,25361,25361,3.0,Spring,2021-04-01,Spring,,,25.0,120.0,47.0,82.0,-7.0,77.0,136.0,4.0,25.0,84
3165,3eUSKY0b01xSAp354rVn8l,chanel,slomo,2022-05-15,1,185,25266,25266,5.0,Spring,2022-05-19,Spring,Spanish,Electronic,51.0,105.0,70.0,76.0,-7.0,62.0,180.0,7.0,52.0,185
